source1_entity_id	matched_entity_ids
S1-322452675	S2-70822028
S1-472443883	
S1-618461228	
S1-209595740	
S1-688607805	
S1-596538042	
S1-273249163	S2-348752606
S1-911040502	
S1-286723247	
S1-122542345	
S1-910799639	
S1-124911378	
S1-388199288	
S1-971559313	
S1-496369034	
S1-708413044	
S1-123645591	
S1-606322048	
S1-989292929	
S1-632671163	
S1-910193711	
S1-932751177	
S1-297861839	
S1-13313453	
S1-459645780	
S1-22482771	
S1-738045284	
S1-788291440	
S1-840695858	
S1-613023372	
S1-180650580	
S1-488052935	
S1-401305941	
S1-993469683	
S1-214199077	
S1-773817576	
S1-52553681	
S1-772559589	
S1-562353733	
S1-267626025	
S1-858558106	
S1-857651536	
S1-90899239	
S1-489140946	
S1-268077715	
S1-523607347	
S1-846495811	
S1-994206564	
S1-372672851	
S1-708578140	
S1-904154429	
S1-891933117	
S1-221438257	
S1-879751758	
S1-732240961	
S1-140236337	
S1-774458452	S2-352931738,S2-383030202,S2-58393536
S1-872899714	
S1-274490349	
S1-275722977	
S1-547036696	
S1-852435036	
S1-739530450	
S1-211740417	
S1-641844231	
S1-962765467	
S1-298114695	
S1-259892627	
S1-516649368	
S1-489433719	
S1-26435801	
S1-958479038	
S1-233860097	
S1-171173719	
S1-859295838	
S1-813286509	
S1-901392046	
S1-403671285	
S1-444758994	
S1-125906634	
S1-337189608	
S1-289797	
S1-995196933	
S1-184025150	
S1-448267460	
S1-923989066	S3-352477101,S3-392964257
S1-588683396	
S1-267914232	
S1-732418664	
S1-634363854	
S1-48074803	S2-54659577
S1-498282217	
S1-356288671	
S1-301232777	
S1-521482584	
S1-511635908	
S1-241026415	
S1-966190490	S3-780090761
S1-207004701	
S1-600405366	S3-10971390
S1-864089032	
S1-945451740	
S1-436728967	
S1-840497698	
S1-124755498	
S1-964594680	
S1-85452342	S2-302380669,S2-425292799,S2-470324870,S2-52880044,S2-697514180,S3-10971390,S3-561839301
S1-95763054	
S1-21929210	
S1-79590561	
S1-553805025	
S1-238911744	
S1-778806346	
S1-510129267	S2-525662290,S2-666810841
S1-547691555	
S1-213366728	
S1-292044369	
S1-426766569	
S1-754169093	
S1-587182916	
S1-157009161	
S1-303714420	
S1-238949648	
S1-171641868	
S1-960366103	S2-346644481,S2-358267895,S3-389519821,S3-45883756,S3-857183109
S1-967759454	
S1-255090841	
S1-308621662	
S1-900740725	S3-534004445
S1-262247415	
S1-91022467	
S1-850605679	
S1-531092926	
S1-854128353	
S1-115657234	
S1-953264718	S2-628961065
S1-572628619	
S1-129137876	
S1-379381643	S2-502681123
S1-842706082	
S1-893217388	
S1-87687506	
S1-796868772	
S1-918398280	
S1-603084324	
S1-341063793	S2-185013334,S3-64079929
S1-604580133	
S1-729988987	
S1-373022381	
S1-545201764	
S1-390252121	
S1-378974228	
S1-945590651	
S1-692471807	S3-367677565,S3-595620152
S1-70304206	
S1-710157655	
S1-512127022	
S1-831923485	S2-459485143
S1-928512730	
S1-374644632	
S1-163099746	
S1-966266474	
S1-179536424	S3-320255402
S1-731314679	
S1-134467695	
S1-785725841	
S1-970711261	
S1-943539291	
S1-583065272	
S1-331007493	
S1-246613826	
S1-362433069	
S1-459984140	
S1-630888300	
S1-904484315	
S1-67169593	S3-339391778
S1-758680230	
S1-158673108	
S1-568095292	
S1-957064394	
S1-398975579	
S1-27412725	
S1-261204121	
S1-533056362	S2-664615263
S1-219896237	
S1-821625770	
S1-554221067	
S1-310373781	
S1-785346955	
S1-221868916	
S1-973621705	
S1-149277660	
S1-87107159	
S1-774841786	
S1-263775088	
S1-901471406	
S1-402129124	S3-373462158,S3-857937906
S1-562895326	
S1-956348821	
S1-852992971	
S1-938473594	
S1-164896274	
S1-351688184	
S1-768908939	
S1-642556170	
S1-91272340	
S1-125339420	
S1-92753223	S3-151851858
S1-631479201	
S1-776755474	
S1-7029542	
S1-465371823	
S1-707782242	
S1-919529719	
S1-725913461	
S1-32677738	
S1-744300793	S2-582157971
S1-468118516	
S1-568485477	
S1-669870051	
S1-415387940	
S1-807004356	
S1-299995446	S3-339272710,S3-572176821
S1-665272235	
S1-636086367	
S1-436994877	
S1-283985549	
S1-291608573	
S1-95246987	
S1-140410853	
S1-465658290	S2-73196616
S1-94446158	
S1-354244869	
S1-790521767	
S1-232288883	
S1-23624449	
S1-82163842	
S1-183235572	S3-311145376
S1-598014910	
S1-714079881	
S1-379631122	
S1-516887444	
S1-246844238	S2-236507762
S1-730390346	
S1-431549235	
S1-575824749	
S1-819007632	
S1-366538983	
S1-759776207	
S1-436221709	
S1-121586632	
S1-473872953	
S1-60490751	
S1-408224983	
S1-527818224	
S1-764769373	
S1-916603429	
S1-263854686	
S1-620965338	
S1-306835759	
S1-598167773	
S1-474752946	S2-156443742
S1-228229787	
S1-506617149	
S1-156685442	
S1-927557769	
S1-278899619	
S1-207804143	S2-791497609
S1-336954819	S2-908846543,S2-956952534,S3-435008828,S3-810060615
S1-978004735	
S1-643834744	
S1-55150336	
S1-694254644	
S1-594354869	
S1-734812559	
S1-395747417	
S1-133726642	
S1-815964115	
S1-10459565	
S1-162657603	
S1-515583222	
S1-64429589	
S1-216916804	
S1-108133529	
S1-16446879	
S1-996291079	
S1-263085782	
S1-707057441	
S1-154351391	
S1-682184933	
S1-775107858	
S1-334650060	
S1-849630374	
S1-63360202	
S1-440751205	
S1-698710662	
S1-47769331	
S1-945360391	
S1-506616978	
S1-283538407	
S1-720342918	
S1-549240253	
S1-750864938	
S1-220084921	
S1-343273828	
S1-317363337	
S1-540466437	
S1-905916694	
S1-935810789	
S1-431598643	
S1-76835099	
S1-391150694	
S1-628680569	
S1-299677751	
S1-454802421	S3-591057900
S1-808949240	
S1-667284300	
S1-717108073	S3-373057932,S3-392964257
S1-866533397	
S1-271891359	
S1-162442089	
S1-492285617	
S1-211251594	
S1-90508168	
S1-831268867	
S1-739584172	
S1-771762254	
S1-210499018	
S1-629474007	
S1-716259203	
S1-715595521	
S1-816345725	
S1-612826948	
S1-443276260	
S1-495291598	
S1-840854323	
S1-13263134	S2-82693962,S3-536391720
S1-306211548	
S1-780823360	
S1-589666205	
S1-570239793	
S1-812468044	
S1-401204594	
S1-388203613	
S1-441630804	
S1-333239676	
S1-963108098	
S1-105994064	
S1-768135650	
S1-355877718	
S1-415400097	
S1-833585060	
S1-3548629	
S1-452583127	
S1-210978493	
S1-827710942	
S1-976475136	
S1-728171105	
S1-791059997	
S1-644148320	
S1-726216331	
S1-846357873	
S1-342951831	
S1-135099760	
S1-714067909	
S1-346094403	
S1-243236242	
S1-210146847	
S1-74346191	S2-647945622
S1-110418596	
S1-673637219	
S1-181819964	
S1-445520074	
S1-286670231	
S1-284126036	
S1-622654527	
S1-955714374	
S1-13421485	
S1-192939249	
S1-992938686	
S1-728071474	
S1-483199532	
S1-562583127	
S1-74653114	
S1-187235323	
S1-456450816	
S1-484217155	
S1-314546470	
S1-432919128	
S1-405539317	
S1-448724215	
S1-3691239	
S1-852712186	
S1-439936870	
S1-257424560	
S1-630651078	
S1-95528421	
S1-454866261	
S1-851650494	
S1-960311166	
S1-197981349	
S1-651515941	
S1-70822873	
S1-528167894	
S1-671126660	
S1-57894782	
S1-322358360	
S1-549445098	
S1-757370873	
S1-913775724	
S1-397555731	
S1-811366506	
S1-85672105	
S1-775742331	
S1-625153781	
S1-82882147	
S1-246771260	S2-993515161
S1-105334146	
S1-652202046	
S1-347851016	S2-806392216,S3-209216351
S1-610083316	
S1-434847246	
S1-31753683	
S1-790149645	
S1-719775404	
S1-623945047	
S1-22652693	
S1-277377920	
S1-949105439	
S1-894253368	
S1-551580984	S2-52887085,S3-176436437
S1-438092418	
S1-205322546	
S1-946073994	
S1-767519231	
S1-17833262	
S1-709949202	
S1-907766936	
S1-924150937	
S1-627358152	
S1-498352099	
S1-14866099	
S1-826150712	
S1-159301101	
S1-743314341	
S1-257182022	
S1-987752445	
S1-789037213	
S1-197727862	
S1-769567685	
S1-489260119	
S1-851055624	
S1-354455611	
S1-399371867	
S1-375579069	
S1-387856021	
S1-252068059	
S1-506221833	
S1-617543495	
S1-110042519	
S1-972726859	
S1-38451528	
S1-34983322	
S1-781854374	
S1-141407942	
S1-267378563	
S1-428513969	
S1-522096220	
S1-177049354	
S1-925358109	
S1-979547986	
S1-652950277	
S1-923766391	
S1-394642076	
S1-162881013	
S1-758778797	
S1-946474334	
S1-662502009	
S1-331707670	
S1-167833578	
S1-840448762	
S1-136137906	
S1-476492862	
S1-76844888	
S1-44803560	
S1-127371136	
S1-992803857	
S1-827303594	
S1-678219668	
S1-692496075	
S1-216408248	
S1-547528968	
S1-80005094	
S1-398771695	
S1-994407008	
S1-953380015	
S1-646807832	
S1-88597680	
S1-521720736	
S1-302253652	
S1-351659438	
S1-290238589	
S1-847877954	
S1-669982429	
S1-432635859	
S1-988184895	
S1-219806298	
S1-242765065	
S1-12838861	
S1-429982774	
S1-868715737	
S1-392877917	S2-394519812
S1-705984118	
S1-88623617	
S1-367729398	
S1-726670510	S2-229203598,S2-96368391
S1-232163492	
S1-823788524	
S1-136227642	
S1-9051645	S2-105100065,S3-428711761,S3-618870695,S3-687998587
S1-46843784	
S1-668762034	
S1-485331101	
S1-745059498	
S1-182352008	
S1-269480237	
S1-917900366	
S1-266914077	
S1-654815541	
S1-809013510	
S1-795462117	
S1-506844307	
S1-347075165	
S1-945978335	
S1-497891937	
S1-710145831	
S1-557325761	
S1-848145225	S2-678154331
S1-271876796	
S1-138208605	
S1-192112139	
S1-69935419	
S1-354911905	
S1-943740563	
S1-151157495	
S1-952347082	
S1-862699295	
S1-75966225	
S1-57159397	
S1-31347471	
S1-190474416	
S1-346536239	
S1-892135269	
S1-977737523	
S1-14397657	
S1-379187097	
S1-475756218	S2-59604091,S2-975631805,S3-133701718,S3-299980143,S3-777326326
S1-678942467	
S1-583499446	
S1-319123315	
S1-549104471	
S1-248931969	S2-188368209
S1-414932577	S2-813291903
S1-948766817	
S1-959517787	
S1-918497265	
S1-410139187	
S1-976521663	S3-352477101,S3-392964257
S1-579879425	
S1-598483634	
S1-893200955	
S1-218272294	
S1-722291185	
S1-980004950	
S1-559167236	
S1-244617086	
S1-533126499	
S1-89393216	S2-517118544
S1-273121201	
S1-315347506	
S1-316484869	
S1-611897081	
S1-494090197	
S1-745376303	
S1-439896911	
S1-372285376	
S1-339930040	
S1-341173150	
S1-11559198	
S1-672720036	
S1-149472874	
S1-681404732	
S1-741544048	
S1-117374073	
S1-258091290	
S1-265603031	
S1-89072332	
S1-360755167	
S1-396560502	
S1-500308575	
S1-837067731	
S1-398156689	
S1-495577357	
S1-546182661	
S1-648674922	
S1-1900469	
S1-677620581	
S1-671904040	
S1-861523355	
S1-372249803	
S1-572790160	
S1-122342758	
S1-774465555	
S1-196224130	
S1-451281826	
S1-159545842	
S1-173401201	
S1-65034685	
S1-814039696	
S1-603272005	
S1-515623482	
S1-526311181	
S1-205956492	
S1-261226148	
S1-531042031	
S1-906652330	S2-185013334,S2-297579015,S3-64079929
S1-980918863	
S1-332395916	
S1-404150193	
S1-34532252	
S1-755610763	
S1-8853314	
S1-825251999	
S1-510504700	
S1-828397431	
S1-177674448	
S1-528837280	
S1-344502679	
S1-47824381	
S1-232420456	
S1-606348149	
S1-351923899	
S1-871507378	
S1-185387090	
S1-74797846	
S1-512939599	
S1-909305275	
S1-131155692	
S1-118654142	S2-678154331
S1-233237645	
S1-449967506	S3-509281903
S1-840340606	
S1-670268028	
S1-846952880	
S1-490623704	
S1-274925692	
S1-6620369	
S1-713481667	
S1-695490495	
S1-494945932	
S1-386152689	
S1-255599298	
S1-874643981	
S1-335226101	
S1-581133117	
S1-450667949	S2-612609637,S3-735677932
S1-163450525	S3-661773448
S1-242507267	
S1-521489044	
S1-434862335	
S1-710793097	
S1-453662024	
S1-678468445	
S1-538253391	
S1-950878680	S2-185013334,S2-297579015,S3-64079929,S3-678654237
S1-388362966	
S1-878859622	
S1-115386355	
S1-282608118	
S1-907950947	
S1-908069361	
S1-601165352	
S1-548385950	
S1-131841284	
S1-220552360	
S1-412616901	
S1-555369317	
S1-334996447	
S1-438532591	
S1-277848190	
S1-525028892	
S1-873442207	
S1-23618019	
S1-123587258	
S1-962280261	
S1-860091475	S2-968505057
S1-612058038	
S1-337300085	
S1-56876731	
S1-722096611	
S1-531755243	S3-745785960,S3-943916703
S1-76531594	
S1-99098432	
S1-8731816	
S1-864093388	
S1-653023012	
S1-847840310	S2-470324870,S2-592883143,S2-9220065,S3-267988599
S1-504035501	
S1-324844623	
S1-204631479	
S1-320500349	
S1-455312242	
S1-822340043	
S1-672928103	
S1-114167540	
S1-66154351	
S1-749578382	
S1-713906479	
S1-209461488	
S1-516261021	
S1-871104119	
S1-67005936	S3-95011610
S1-713921409	
S1-329237081	
S1-285617979	
S1-861759929	
S1-292595404	
S1-28341566	
S1-803016938	
S1-973310935	
S1-92606707	
S1-694745232	
S1-144274940	
S1-381401087	
S1-152560873	
S1-591960471	
S1-459442196	
S1-24394706	
S1-153146218	
S1-722064328	
S1-329479952	
S1-101154733	
S1-212677128	
S1-157330686	
S1-926944361	
S1-932091383	
S1-748958732	
S1-407654264	
S1-960202214	
S1-326042432	S2-299167606
S1-26570538	S2-263024876
S1-115604131	
S1-814013173	
S1-950047503	
S1-816806651	
S1-753026938	
S1-321869706	
S1-956145942	S3-345261156,S3-8200545
S1-102092317	
S1-875778203	
S1-491794520	
S1-713348464	
S1-211142141	
S1-634610332	
S1-99954607	
S1-244903500	
S1-923688134	
S1-501413716	
S1-643973995	
S1-566228328	
S1-127705396	
S1-997853473	S2-346644481,S2-358267895,S3-389519821,S3-45883756,S3-857183109
S1-55480559	
S1-544612229	
S1-364411389	
S1-681088096	
S1-203478566	
S1-476732670	S2-959385099,S3-492131586
S1-555579481	
S1-192569110	
S1-470791690	S3-42046426
S1-43711739	
S1-665766977	
S1-685756581	
S1-853163688	
S1-353684891	
S1-945128774	
S1-426351934	
S1-769727135	
S1-452434765	
S1-585986705	
S1-247594164	
S1-199310468	
S1-427389120	
S1-515305398	
S1-268615618	
S1-716158090	
S1-172958490	
S1-965334558	
S1-687807398	
S1-603224529	
S1-67971888	
S1-607475493	
S1-634492363	
S1-307837973	
S1-775486611	
S1-135119694	
S1-59454152	
S1-44829369	
S1-540464439	
S1-183650055	
S1-288931430	
S1-835496695	
S1-533464021	
S1-78371793	
S1-734135891	
S1-323952679	
S1-772118004	
S1-196773667	
S1-965957271	S3-8200545
S1-528903974	
S1-312513406	
S1-728246746	
S1-333630891	
S1-426176765	
S1-79772049	
S1-211191931	
S1-84897919	
S1-623742372	
S1-779657425	
S1-979775568	
S1-962624367	
S1-871544882	
S1-466875253	
S1-553289156	
S1-285198980	
S1-893139601	
S1-804423982	S2-412463278,S3-339272710,S3-572176821
S1-74577228	
S1-774719750	
S1-538239829	S2-188368209
S1-505093692	
S1-105462604	
S1-263401495	
S1-962572205	
S1-484151099	
S1-600479922	S2-73196616,S2-91313595
S1-710030819	
S1-400950017	
S1-664533739	
S1-641521538	
S1-574132867	
S1-328584708	S2-405084080
S1-556477229	
S1-859753923	
S1-293570372	
S1-563807678	
S1-587243353	
S1-731704475	
S1-673552678	
S1-715816473	
S1-161340366	
S1-383997538	
S1-894657764	
S1-466341745	
S1-78249158	
S1-907988767	
S1-459365976	
S1-170348270	
S1-976302608	
S1-883775116	S3-556228627
S1-67951250	
S1-27610521	
S1-668820810	
S1-56536956	
S1-427285316	
S1-274508775	
S1-902000804	
S1-336158652	
S1-483088494	
S1-480678958	
S1-82714362	
S1-174467251	
S1-206502637	S2-832266307
S1-774749163	
S1-182502875	S3-687998587
S1-980215837	
S1-597042110	
S1-49755442	
S1-385884447	
S1-260875297	
S1-997997632	
S1-327516008	
S1-528122468	
S1-649372371	
S1-69026083	
S1-537978025	
S1-39974132	
S1-378176090	
S1-85870193	
S1-293783230	
S1-441057333	
S1-398156092	
S1-712808534	
S1-809923588	
S1-907925633	
S1-681116226	
S1-621693012	
S1-339889874	
S1-660051846	
S1-727521491	
S1-351458450	
S1-551590476	
S1-317106351	
S1-704841266	
S1-226928249	
S1-246043473	
S1-721419743	
S1-708971705	
S1-268343305	S3-993311695
S1-219817042	S3-556228627
S1-260440405	
S1-708652258	
S1-382841899	
S1-178438393	
S1-88174520	
S1-802693565	
S1-524673939	
S1-865132511	
S1-289814696	
S1-36705144	
S1-376620147	
S1-573008876	
S1-670643666	
S1-582385973	
S1-71043683	
S1-737783959	
S1-145798710	
S1-824394006	
S1-417926500	
S1-241987063	
S1-887192122	
S1-828605400	
S1-190843086	S2-659544192
S1-585951458	
S1-344665822	
S1-593421955	
S1-566454897	
S1-235684588	
S1-11865147	
S1-642709221	
S1-446844125	
S1-393120433	
S1-361005848	
S1-896626034	
S1-662517901	
S1-69516363	
S1-711268589	
S1-458934119	
S1-605833617	
S1-379796343	
S1-440039154	
S1-925379729	
S1-787791123	
S1-762932201	
S1-964226683	
S1-437352705	
S1-374765600	
S1-586245621	
S1-188919955	
S1-678915835	
S1-320769996	
S1-672760701	
S1-60400943	S2-486211748
S1-375576084	
S1-406589576	
S1-992325825	
S1-502077539	
S1-300395496	
S1-22131575	
S1-856849042	S2-367703621
S1-553833283	
S1-462903418	
S1-675821005	S2-229203598,S3-705641396
S1-382284080	
S1-491326243	
S1-557084750	
S1-205207034	
S1-614658263	
S1-276214128	S3-729285481
S1-393296984	S3-393476343
S1-837878496	S3-1714212
S1-320095989	
S1-766974441	
S1-242225778	
S1-985278774	
S1-252557079	
S1-745156045	
S1-158738246	
S1-992651338	S2-186023919
S1-954686152	
S1-708861706	
S1-995124333	
S1-4143446	S2-302380669,S2-425292799,S2-52880044,S2-697514180
S1-304390114	
S1-243492346	
S1-655908227	
S1-192984	
S1-536176896	
S1-914708175	
S1-973350462	
S1-33929475	
S1-831649239	
S1-783152393	
S1-938258941	S3-214737749
S1-476767163	
S1-52561398	
S1-703850262	S2-706146364
S1-612029716	
S1-219817439	
S1-822609622	
S1-1101456	
S1-188159349	
S1-8508444	
S1-699721226	
S1-98773016	
S1-464076918	
S1-29383021	
S1-544999938	
S1-298625846	
S1-325879545	
S1-306580773	
S1-795981518	
S1-750087535	
S1-326096576	
S1-479052676	
S1-102509328	
S1-73700971	
S1-330428857	
S1-762149211	
S1-555775937	
S1-638671172	
S1-499266884	
S1-260612252	
S1-674270346	S3-352477101
S1-159314474	
S1-264458723	
S1-623010888	
S1-566265453	
S1-822115440	
S1-263184862	
S1-735247657	
S1-894359148	
S1-750675408	
S1-449171849	
S1-545237886	
S1-836363245	
S1-425858660	S2-297133466,S2-799710062
S1-150111624	
S1-186556282	
S1-879321389	
S1-574155133	
S1-384498663	
S1-927882225	S3-687998587
S1-467214528	
S1-872193644	
S1-558484785	
S1-172611884	
S1-635140919	
S1-671463259	
S1-754982371	
S1-260837575	
S1-920446249	
S1-409479725	S2-185013334,S2-227017977,S2-297579015,S3-311837639,S3-370735604,S3-64079929
S1-467361937	
S1-388565911	
S1-501093053	
S1-569350164	
S1-618348640	
S1-458130772	
S1-498566339	
S1-268669067	
S1-499676345	
S1-38217705	
S1-843560729	
S1-119853718	
S1-852513892	
S1-765730633	
S1-518019591	
S1-242205089	
S1-993229582	
S1-756828693	
S1-216380214	
S1-531818420	
S1-601486176	
S1-519190170	
S1-156692471	S2-147483891
S1-882513972	
S1-593199514	
S1-406660914	
S1-572338294	
S1-865199232	
S1-529684905	
S1-328997311	
S1-561093798	
S1-643243730	
S1-6049393	
S1-857527510	
S1-493183640	
S1-830159632	
S1-950274970	
S1-507847705	
S1-133539404	
S1-546310278	
S1-924818276	
S1-898937545	
S1-573340150	
S1-815790585	
S1-25959355	
S1-914496453	S2-389349250
S1-842850315	
S1-139448568	
S1-766094684	
S1-980756920	
S1-26972220	
S1-95094448	
S1-203076519	
S1-861696239	
S1-108514721	
S1-141216441	S3-306853514
S1-382089726	
S1-98839828	
S1-390633817	
S1-772104779	
S1-208575212	
S1-171028367	
S1-470322770	
S1-279406968	
S1-908010474	
S1-350976457	
S1-957847859	
S1-893092262	
S1-348573367	
S1-207800307	
S1-657275121	
S1-677209593	
S1-220454123	S2-502681123
S1-961914104	S2-387588469,S3-935965425
S1-497049386	
S1-914163473	
S1-942131199	
S1-564765699	
S1-337620117	
S1-557030875	
S1-909745869	
S1-292757389	
S1-258855579	
S1-902804675	
S1-568956292	
S1-878141277	
S1-784514996	S2-439528073
S1-689580189	
S1-908175143	
S1-428668184	
S1-957112804	
S1-245967620	
S1-211274215	
S1-820416856	
S1-893657089	
S1-53338151	
S1-853521614	
S1-494063096	
S1-497812883	S3-305215419,S3-613959413
S1-248679754	
S1-584568510	
S1-180506407	
S1-492494206	S3-799420878
S1-759109531	
S1-437925959	
S1-144635306	
S1-865799397	
S1-136750675	
S1-647189784	
S1-108279137	
S1-327910401	
S1-47692913	
S1-83831401	
S1-434169097	
S1-155796489	
S1-349094421	
S1-822492976	
S1-905148640	
S1-370470963	
S1-183383764	
S1-327298339	
S1-707183377	
S1-517875342	
S1-161757192	
S1-702935256	
S1-58762131	
S1-573169622	
S1-763566761	
S1-87074407	
S1-815446134	
S1-161337014	
S1-447356392	
S1-557406911	
S1-624358506	
S1-608419003	S3-182512145,S3-394918230
S1-82704580	
S1-881053119	
S1-344943699	
S1-688299992	
S1-515416404	
S1-37484772	
S1-990853535	
S1-383689907	
S1-646257562	
S1-680984212	
S1-351698413	
S1-485690667	
S1-201542326	
S1-743586817	
S1-245285153	
S1-147202439	
S1-279746244	
S1-820703801	
S1-924840109	S2-512021290
S1-648244328	
S1-37187771	
S1-756257682	
S1-905586497	
S1-182826941	
S1-430338474	
S1-416820677	
S1-283685349	
S1-138396411	
S1-162551304	
S1-704197706	S3-904293301
S1-949184360	
S1-992932461	
S1-199692780	
S1-910462832	
S1-334125164	
S1-55675855	
S1-655539970	
S1-767058419	
S1-972329925	
S1-270542494	
S1-199987039	
S1-384861092	
S1-861621963	
S1-815997621	
S1-158892744	
S1-884862158	
S1-780637204	S3-535972716
S1-444062227	S2-862681829
S1-111380193	
S1-494770466	
S1-693770981	
S1-301030368	
S1-119170868	
S1-365475533	
S1-419929302	
S1-995378838	
S1-529656399	
S1-192673878	
S1-8764161	
S1-977364599	
S1-508815823	
S1-118337101	
S1-220247232	
S1-17339381	S2-227017977
S1-338410901	
S1-137374858	
S1-497155472	
S1-278478027	S3-108478336
S1-971983143	
S1-979964887	
S1-616763550	
S1-313219985	
S1-787255287	
S1-647658706	
S1-396779207	S2-59604091
S1-81314470	
S1-705603372	
S1-505231899	
S1-796914922	
S1-121670485	
S1-854954412	
S1-321877886	
S1-316626845	
S1-498987567	
S1-283478795	
S1-771130174	S3-729285481
S1-384050302	
S1-980227505	
S1-803035322	
S1-804534185	
S1-229627467	
S1-708969346	
S1-662114745	
S1-403395550	
S1-672445783	
S1-902701804	
S1-80486558	
S1-797699772	
S1-319364566	
S1-136512898	
S1-353799923	
S1-611186651	
S1-279446806	
S1-600793393	S2-390572031
S1-916245688	
S1-43296348	
S1-98876495	
S1-750743297	
S1-144680242	
S1-469177694	S2-394519812
S1-292703509	
S1-231565842	
S1-387278254	
S1-341837466	
S1-618573412	
S1-54420205	
S1-951183430	
S1-888448634	
S1-212032173	
S1-289329870	
S1-817429923	
S1-926668259	
S1-397140255	
S1-61706229	
S1-873254460	
S1-857609938	
S1-94288639	
S1-601973042	
S1-848129893	
S1-510619005	
S1-205556070	
S1-139961428	
S1-639624187	
S1-999770008	
S1-843554261	
S1-510394669	S3-947822162
S1-94643371	
S1-207369509	
S1-913359617	
S1-295699995	S3-899716627
S1-116714704	
S1-594835605	
S1-967010440	
S1-631359163	
S1-432456861	
S1-729795953	
S1-275807127	
S1-744693247	
S1-272679307	
S1-54741905	
S1-402312204	
S1-239040445	
S1-586617412	
S1-48042398	
S1-169519226	
S1-840284923	
S1-422578216	
S1-621326937	
S1-689012189	S3-755514918
S1-35628781	
S1-660662666	
S1-892440031	
S1-100559941	
S1-625671392	
S1-590899209	
S1-254109927	
S1-312195197	
S1-672456867	
S1-280897772	
S1-853073688	
S1-349880030	
S1-913463340	
S1-319250263	
S1-656836770	
S1-708091996	
S1-565584575	
S1-561713507	
S1-236746325	
S1-545313647	
S1-107934072	
S1-515533815	
S1-979938930	
S1-433887168	
S1-578983822	
S1-80571105	
S1-185790201	
S1-566540458	S2-185013334,S2-198581484,S2-297579015,S3-233262922,S3-311837639,S3-592773961,S3-64079929,S3-644782724,S3-676594819
S1-772112917	
S1-653664553	
S1-144964246	
S1-932596570	
S1-931643626	
S1-940849754	
S1-869626749	S3-366311053
S1-613242703	
S1-397861387	
S1-485102954	
S1-391263719	
S1-525417001	
S1-223059131	S2-554899730,S3-687998587,S3-698766542
S1-474327244	
S1-948912201	
S1-239414582	
S1-793656305	
S1-223226381	
S1-272597688	
S1-717911044	
S1-377389469	
S1-445054267	
S1-90810075	
S1-839446795	
S1-887060779	
S1-220807644	
S1-525529357	
S1-871733171	
S1-131622546	
S1-561656470	
S1-938016124	
S1-28776613	
S1-587656352	
S1-784856932	
S1-9115681	
S1-959970495	
S1-583032127	S2-112287031
S1-971850426	
S1-790521318	
S1-530652067	
S1-281577804	
S1-77867111	
S1-705563404	
S1-400212184	
S1-797641464	
S1-611494505	
S1-386632032	
S1-964959625	S2-59604091,S2-975631805,S3-721455825
S1-244151874	
S1-184753944	
S1-314223426	
S1-547021470	
S1-625478543	S2-367421312
S1-110380405	
S1-309407790	
S1-324535341	
S1-210951678	
S1-693773700	
S1-3931086	
S1-116644692	
S1-418681286	
S1-395216449	
S1-969692297	
S1-106058458	
S1-536357910	
S1-474860754	
S1-520423988	
S1-623915795	
S1-620010152	S2-706146364,S3-146891286
S1-100897434	
S1-278936782	S3-188040886
S1-654007483	
S1-552089124	
S1-8839488	
S1-546977246	
S1-122018139	
S1-493084871	
S1-443779817	
S1-967316861	
S1-388748611	
S1-150365666	S3-366311053
S1-887268926	
S1-341072338	
S1-22032843	
S1-304248535	
S1-18535156	
S1-834364441	
S1-646017281	
S1-389884523	
S1-114494253	S3-628771044
S1-821783420	
S1-809295280	
S1-423268484	
S1-823382531	
S1-963383531	
S1-249300551	
S1-968928915	
S1-144773134	
S1-621743936	
S1-773017982	
S1-627535426	
S1-606754081	
S1-626398578	
S1-445049339	
S1-512977268	
S1-569075241	
S1-95585474	
S1-870487318	
S1-723944074	
S1-157094128	
S1-827940519	
S1-102186049	
S1-561983465	
S1-218477814	
S1-835771729	
S1-849786048	
S1-460205017	
S1-954686170	
S1-224703016	
S1-570550851	
S1-61522952	
S1-472058848	S2-236507762
S1-49168638	
S1-815045201	
S1-537370589	
S1-323879580	
S1-125863668	
S1-295178690	
S1-58960971	
S1-146326736	S2-702263933
S1-833859699	
S1-624190405	
S1-101639645	
S1-329225052	
S1-792960666	
S1-417324728	
S1-855921293	
S1-387025203	
S1-188405729	
S1-304720617	
S1-861410915	
S1-489495432	
S1-993725575	
S1-875821956	
S1-175207037	
S1-890706904	
S1-733420249	S2-482591332,S2-57660528
S1-974715983	
S1-682167293	
S1-522410040	
S1-608325195	
S1-977783490	
S1-184077174	S2-229203598,S2-316408335,S2-352214657
S1-28319635	
S1-266026703	
S1-854513843	S3-604883637
S1-276245329	
S1-184948295	
S1-878134473	
S1-898471677	
S1-465550747	
S1-699895565	S3-373464074
S1-308606575	
S1-88212232	
S1-524947947	
S1-519693590	
S1-323331156	
S1-601576514	
S1-896287477	
S1-318768177	
S1-130482385	
S1-551674638	
S1-840112070	
S1-535345810	S2-576745524
S1-263283707	
S1-366204436	
S1-33910362	
S1-27174537	
S1-299290631	
S1-290682973	
S1-643352695	
S1-834525567	S2-338638004,S3-394918230
S1-501530802	
S1-193066717	
S1-64262333	
